{'ip': '37.209.192.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.43.1.9', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.26.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.23', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.154', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.70', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '196.216.168.72', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.101', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.156.157', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.153', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.149.137.168', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.131', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.146', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.201.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.249.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.155', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.157', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.155', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.174.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '168.77.8.2', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '196.216.168.33', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '130.195.5.12', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '204.61.216.12', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.54', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.71', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.218.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '37.209.196.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.169.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.38.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.43', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.61', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.157', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.220.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.148', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.154', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.157', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '43.230.48.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '37.209.194.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.70', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.93', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.81.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.156', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.12', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.158', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.184.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.159', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.186.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.158', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.79', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.50.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.169.51', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '212.18.249.12', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.19.5.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.135', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.172.51', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.163', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.163', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.223.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.119.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.25.20', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.217.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.155', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '91.212.89.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.39', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.216.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.171.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.157', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.137.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '128.16.5.32', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '212.18.248.69', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.184.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.40', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.159', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.188.172.1', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.171.50', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.3.96.66', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.173.43', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '212.18.249.47', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.161', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '104.238.81.247', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.154', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.188.47.252', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.143.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '192.36.144.116', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '217.12.81.129', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.174.51', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.245.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.100.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.29', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.37.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.162', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.102.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.159', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '43.230.49.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.160', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.156', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.177.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.42.113.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.60', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.33.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '200.85.160.2', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.171.51', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '82.199.186.130', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.156.161', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.162', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.171.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.138', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.28', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.186.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.16.20.3', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.111', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '72.0.49.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '202.165.192.24', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '204.61.216.19', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '62.68.42.9', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.58', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.137.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.158', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.221.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.124', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.169.218.68', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.102.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.169', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.1.201.201', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.207.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.162', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.46.190.130', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.234.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.151', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.94', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '95.173.188.6', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.232.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '216.74.32.100', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.51', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.163', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.173.39', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.63', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.0.9.83', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.0.11.105', 'other': 'REFUSED', 'type': '4'}
{'ip': '103.49.80.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.160', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.46.190.131', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.109.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '134.202.0.120', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.87.0.8', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.158', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.29.164.14', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.150', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.46.188.130', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.195.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '162.13.87.182', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.244.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.103.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.0.49.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.194.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.24.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.100.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.174.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '128.39.8.40', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.173.50', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.112.0.5', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.173.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.66', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.110', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.192.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.181.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.25.19', 'other': 'REFUSED', 'type': '4'}
{'ip': '64.70.19.80', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.139', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.46', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.162', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.221.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '31.177.70.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.174.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.214.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.108.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.169', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.157.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.42.114.24', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '168.77.8.7', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.101.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.79.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.87.0.9', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.171.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.242.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.133.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.158', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '41.138.54.10', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.158.140', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.46.187.130', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.152', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.142', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.51', 'other': 'REFUSED', 'type': '4'}
{'ip': '209.173.58.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.173.51', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.171', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.81.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.141', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.203.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.175', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.126.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.243.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.171', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.89.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '91.199.17.60', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '43.230.49.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.171.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.38', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.162', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.246.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.171', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.187.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.25.13', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.201.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.77.49', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.173', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.182.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '134.202.6.100', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.117.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '158.38.8.133', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.58', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.169.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '43.230.49.7', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.163', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.25.15', 'other': 'REFUSED', 'type': '4'}
{'ip': '166.78.254.145', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.164', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.173.48', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.186.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.115.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.221.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '43.230.49.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.173', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.159', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.30', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.177', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '64.70.19.70', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '212.18.248.58', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.173', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.123.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.0.9.51', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '216.218.215.27', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.1.192.196', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '70.40.0.30', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.173.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.169', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.216.168.41', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.169', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.25.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.8.30', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.195.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.57.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.189.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.211.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.171', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.104.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.221.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.22', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '203.98.224.66', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.175.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.47', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.58', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.177.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.125.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '43.230.49.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '103.49.81.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '168.77.8.4', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '194.0.24.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.217.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.169.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.174.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.180', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.69', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.169', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.217.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.171', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.171.60', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.221.7', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.36', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '31.169.81.225', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.169.39', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.170.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '64.251.31.178', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.109.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.98.225.9', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '89.207.190.20', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.173', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.141.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.165', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.168', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.174.35', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '41.221.192.220', 'other': 'REFUSED', 'type': '4'}
{'ip': '202.3.225.20', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.184.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.249.58', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.161', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.145', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.109', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '199.6.1.30', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '185.24.64.46', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.14.246.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.44', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '195.12.159.1', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.124.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.248.31', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.123.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.141.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.175', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.161', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.178', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.69.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.232.142.17', 'other': 'NOERROR', 'type': '4'}
{'ip': '70.40.8.24', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.57', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '203.159.64.64', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.177', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.169.218.45', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.179', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.172.63', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.148', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '70.40.0.24', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.216.168.24', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '31.210.155.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.183', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.171.58', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.24.6', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.178', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '72.42.113.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '117.103.88.33', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.169.60', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '203.159.64.51', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.42.114.30', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.156', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.7', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.175', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '149.156.1.252', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.247.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.181', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.216.168.30', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.29.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.181', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.175', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.182', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.183', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.177', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.66', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.187.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.181', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.181', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '196.216.168.26', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.175', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.141.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.183', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.193.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.180', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.0.9.99', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.170.58', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.183', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.217.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.0.50.24', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.163', 'other': 'SERVFAIL', 'type': '4'}
