{'ip': '37.209.192.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '64.96.245.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.82', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.201.42.178', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.253.57.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.73', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '199.254.31.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.76', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '212.18.249.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.78', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.81', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.89', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.81', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '199.182.0.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.78', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '212.18.248.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.177.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.201.40.6', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.157.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.44.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.144.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.221.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.4.58.51', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.19.53.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.101.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.2.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.193.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.75', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '200.33.111.1', 'other': 'NOERROR', 'type': '4'}
{'ip': '156.154.157.74', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.88', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.83', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.129.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.19.3.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.109.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.84', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.19.179.179', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.84', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.89', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.117.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.234.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.117.58.42', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.157.88', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.145.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.172.2', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.145.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.87', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.233.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.247', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.201.40.7', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '103.19.177.177', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.74', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.45.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.239.148.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.85', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.170.2', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '199.249.115.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.87', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.85', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.87', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.78', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.149.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '193.189.123.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.77.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.83', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.247', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.223.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.84', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.74', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.239.149.161', 'other': 'REFUSED', 'type': '4'}
{'ip': '108.59.161.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.89.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.249.119.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.2.1.6', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.81', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.45.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.75', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.247', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.169.2', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.171.2', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.77', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.217.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.76', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.219.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.73', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.195.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '192.115.141.253', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.78', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.217.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.79', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.247', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.87', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.77', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.88', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.111.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.4.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.249.112.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.249.117.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.76.41', 'other': 'REFUSED', 'type': '4'}
{'ip': '199.249.116.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.85', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '199.249.113.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.73', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.81', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '199.249.114.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.81', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '77.72.229.245', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '193.188.69.19', 'other': 'NOERROR', 'type': '4'}
{'ip': '156.154.159.83', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.91.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.84', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '193.189.122.83', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.88', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.87', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '161.53.160.100', 'other': 'REFUSED', 'type': '4'}
{'ip': '130.208.16.20', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '192.115.7.53', 'other': 'REFUSED', 'type': '4'}
{'ip': '192.115.7.60', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.16.215', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.119.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '217.29.76.4', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.179.215.70', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.80', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.88', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.117.57.100', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '128.139.35.5', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '192.12.192.5', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '202.12.30.131', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.119.40.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '61.74.75.1', 'other': 'NOERROR', 'type': '4'}
{'ip': '203.119.1.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '210.138.175.244', 'other': 'NOERROR', 'type': '4'}
{'ip': '192.50.43.53', 'other': 'NOERROR', 'type': '4'}
{'ip': '202.31.190.1', 'other': 'NOERROR', 'type': '4'}
{'ip': '202.30.124.100', 'other': 'NOERROR', 'type': '4'}
{'ip': '218.38.181.90', 'other': 'NOERROR', 'type': '4'}
{'ip': '194.146.106.14', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.146.106.66', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.83.159.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '150.100.6.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.248.246.220', 'other': 'NOERROR', 'type': '4'}
{'ip': '65.22.28.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '175.45.176.16', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '117.104.133.16', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.40.129', 'other': 'REFUSED', 'type': '4'}
{'ip': '175.45.176.15', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.220.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.210.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.124.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.92.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.94.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.152.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.154.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.34.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.32.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '103.47.2.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.52.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '103.198.210.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.96.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.28.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.98.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.116.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.222.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.26', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.126.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '72.0.50.4', 'other': 'REFUSED', 'type': '4'}
{'ip': '204.61.216.7', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '162.88.53.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '204.61.216.109', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.156.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.100.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.0.4', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.151.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.54.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.211.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.55.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '162.88.52.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.35.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.102', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.102', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.31.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.127.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.107', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '72.42.114.4', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.42.114.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.8.4', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.124.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.159.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '70.40.0.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.223.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.8.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.0.50.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.221.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.236.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '54.75.243.206', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.102', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '204.61.216.27', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.99.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.127.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.95.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.155.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.119.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.238.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '43.230.49.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.145.102', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.83.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.31.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '204.61.216.67', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.145.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '43.230.49.27', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.217.27', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.239.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.62', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '213.248.217.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.14', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.0.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.90', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '103.49.81.27', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.42.114.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.111', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.107', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.107', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.91', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.111', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.42.42', 'other': 'REFUSED', 'type': '4'}
{'ip': '195.8.218.131', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.159.111', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.156.111', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.144.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '54.217.224.114', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.156.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.23.5', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.239.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.98', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '54.75.248.230', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.99', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '54.228.237.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.3.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.20.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.43', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.104', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.62', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.107', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.96', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.221.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.107', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '202.129.235.229', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.93.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.248.43', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '162.219.55.254', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '156.154.144.97', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.153.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.97.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.53.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.143.19.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.110', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.102', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.103', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.92', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '185.24.64.15', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.249.62', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.158.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.157.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.108', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.158.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '203.223.32.21', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.29.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '212.18.248.62', 'other': 'REFUSED', 'type': '4'}
{'ip': '72.0.50.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '70.40.8.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.111', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '195.38.160.36', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '65.22.117.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.109', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '65.22.125.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.149.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.29.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '123.231.6.18', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.43', 'other': 'REFUSED', 'type': '4'}
{'ip': '54.75.250.170', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.209.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.19.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.0.48.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.33.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '92.240.70.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.144.101', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '156.154.145.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '192.248.8.17', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '203.94.66.129', 'other': 'REFUSED', 'type': '4'}
{'ip': '103.49.81.11', 'other': 'REFUSED', 'type': '4'}
{'ip': '89.207.190.26', 'other': 'REFUSED', 'type': '4'}
{'ip': '192.248.1.162', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '198.32.67.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '213.248.221.27', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.105', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '194.0.8.1', 'other': 'REFUSED', 'type': '4'}
{'ip': '185.24.64.14', 'other': 'REFUSED', 'type': '4'}
{'ip': '156.154.157.106', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '89.188.44.88', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.81.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '130.59.31.42', 'other': 'REFUSED', 'type': '4'}
{'ip': '196.1.4.130', 'other': 'REFUSED', 'type': '4'}
{'ip': '65.22.237.25', 'other': 'REFUSED', 'type': '4'}
{'ip': '89.207.190.21', 'other': 'REFUSED', 'type': '4'}
{'ip': '130.59.31.44', 'other': 'REFUSED', 'type': '4'}
{'ip': '89.207.190.29', 'other': 'REFUSED', 'type': '4'}
{'ip': '89.207.190.18', 'other': 'REFUSED', 'type': '4'}
{'ip': '194.169.218.15', 'other': 'REFUSED', 'type': '4'}
{'ip': '158.64.229.18', 'other': 'REFUSED', 'type': '4'}
{'ip': '89.188.44.44', 'other': 'REFUSED', 'type': '4'}
{'ip': '203.143.29.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '162.219.54.254', 'other': 'NXDOMAIN', 'type': '1'}
